code	segment	plot_dot1	IC_down_cn1	IC_up_cn1	plot_dot2	IC_down_cn2	IC_up_cn2	plot_dot3	IC_down_cn3	IC_up_cn3	chr	type	chrom
1	gain	chr1-171570158-180599401-gain	0.436046511627907	0.294478527607362	0.56353591160221	NA	NA	NA	NA	NA	NA	chr1	gain	1
2	gain	chr1-30401303-42620154-gain	0.286624203821656	0.197368421052632	0.37037037037037	NA	NA	NA	NA	NA	NA	chr1	gain	1
21	gain	chr2-67277-5707910-gain	0.318181818181818	0.168	0.471428571428571	NA	NA	NA	NA	NA	NA	chr2	gain	2
22	gain	chr2-105665173-115334551-gain	0.461538461538462	0.31875	0.589887640449438	NA	NA	NA	NA	NA	NA	chr2	gain	2
23	gain	chr2-115558037-121459243-gain	0.289655172413793	0.172149671567094	0.431372549019608	NA	NA	NA	NA	NA	NA	chr2	gain	2
24	gain	chr2-13690053-31872513-gain	0.322834645669291	0.235772357723577	0.404580152671756	NA	NA	NA	NA	NA	NA	chr2	gain	2
25	gain	chr2-150584973-159742902-gain	0.217877094972067	0.121387283236994	0.32258064516129	NA	NA	NA	NA	NA	NA	chr2	gain	2
26	gain	chr2-214630042-221725511-gain	0.448979591836735	0.302158273381295	0.596153846153846	NA	NA	NA	NA	NA	NA	chr2	gain	2
27	gain	chr2-44096259-49087151-gain	0.27906976744186	0.146341463414634	0.4	NA	NA	NA	NA	NA	NA	chr2	gain	2
28	gain	chr2-64453110-68982876-gain	0.282051282051282	0.135135135135135	0.435483870967742	NA	NA	NA	NA	NA	NA	chr2	gain	2
29	gain	chr2-71612293-76654561-gain	0.313432835820895	0.1875	0.446808510638298	NA	NA	NA	NA	NA	NA	chr2	gain	2
30	gain	chr3-7763665-14892961-gain	0.407766990291262	0.289340101522843	0.527777777777778	NA	NA	NA	NA	NA	NA	chr3	gain	3
31	gain	chr3-147918738-151597310-gain	0.478260869565217	0.323076923076923	0.63265306122449	NA	NA	NA	NA	NA	NA	chr3	gain	3
32	gain	chr3-170849513-175223566-gain	0.176470588235294	0.0687022900763359	0.295774647887324	NA	NA	NA	NA	NA	NA	chr3	gain	3
33	gain	chr3-178568129-183033141-gain	0.183098591549296	0.087378640776699	0.272727272727273	NA	NA	NA	NA	NA	NA	chr3	gain	3
34	gain	chr3-184238683-191947021-gain	0.233532934131737	0.130434782608696	0.344827586206897	NA	NA	NA	NA	NA	NA	chr3	gain	3
35	gain	chr3-25934762-32408916-gain	0.204545454545455	0.105882352941176	0.311475409836066	NA	NA	NA	NA	NA	NA	chr3	gain	3
36	gain	chr4-122553561-128337411-gain	0.372093023255814	0.221311475409836	0.525547445255474	NA	NA	NA	NA	NA	NA	chr4	gain	4
37	gain	chr4-128474999-132455995-gain	0.321428571428571	0.169811320754717	0.478991596638655	NA	NA	NA	NA	NA	NA	chr4	gain	4
38	gain	chr4-150291714-160556637-gain	0.206477732793522	0.112970711297071	0.294117647058824	NA	NA	NA	NA	NA	NA	chr4	gain	4
39	gain	chr4-21124529-26483208-gain	0.264	0.126050420168067	0.389312977099237	NA	NA	NA	NA	NA	NA	chr4	gain	4
40	gain	chr5-849504-5974390-gain	0.375	0.245901639344262	0.511111111111111	NA	NA	NA	NA	NA	NA	chr5	gain	5
41	gain	chr5-22500592-30393758-gain	0.285714285714286	0.192118226600985	0.397260273972603	NA	NA	NA	NA	NA	NA	chr5	gain	5
210	gain_2	chr5-34607010-41277005-gain_2	0.26046511627907	0.149515322755923	0.379310344827586	1.46976744186047	1.35223977027997	1.58222222222222	NA	NA	NA	chr5	gain	5
42	gain	chr6-135964063-145678563-gain	0.535031847133758	0.36734693877551	0.682634730538922	NA	NA	NA	NA	NA	NA	chr6	gain	6
43	gain	chr6-56014551-58682443-gain	0.604118993135011	0.518957345971564	0.693832599118943	NA	NA	NA	NA	NA	NA	chr6	gain	6
44	gain	chr6-67638192-76236061-gain	0.387640449438202	0.248520710059172	0.513368983957219	NA	NA	NA	NA	NA	NA	chr6	gain	6
45	gain	chr7-104613698-114211447-gain	0.393939393939394	0.26984126984127	0.519230769230769	NA	NA	NA	NA	NA	NA	chr7	gain	7
46	gain	chr7-141120663-147270143-gain	0.577464788732394	0.457813490708677	0.696428571428571	NA	NA	NA	NA	NA	NA	chr7	gain	7
47	gain	chr7-147299615-152892174-gain	0.84688995215311	0.715736040609137	0.963800904977375	NA	NA	NA	NA	NA	NA	chr7	gain	7
48	gain	chr8-118842934-123678987-gain	0.418032786885246	0.260869565217391	0.558139534883721	NA	NA	NA	NA	NA	NA	chr8	gain	8
49	gain	chr8-29566028-34444302-gain	0.274809160305343	0.144	0.41304347826087	NA	NA	NA	NA	NA	NA	chr8	gain	8
50	gain	chr8-46892255-51518131-gain	0.230769230769231	0.107142857142857	0.365853658536585	NA	NA	NA	NA	NA	NA	chr8	gain	8
51	gain	chr8-78015611-84097519-gain	0.580645161290323	0.413793103448276	0.744360902255639	NA	NA	NA	NA	NA	NA	chr8	gain	8
52	gain	chr9-16789081-27488566-gain	0.427350427350427	0.336283185840708	0.512396694214876	NA	NA	NA	NA	NA	NA	chr9	gain	9
3	gain	chr10-42440182-44845179-gain	0.96742671009772	0.863013698630137	1.05607476635514	NA	NA	NA	NA	NA	NA	chr10	gain	10
4	gain	chr10-66776264-72362895-gain	0.452054794520548	0.304347826086957	0.584415584415584	NA	NA	NA	NA	NA	NA	chr10	gain	10
110	gain_2	chr10-37113945-39106709-gain_2	0.0754716981132075	0	0.178571428571429	0.0754716981132075	0	0.178571428571429	NA	NA	NA	chr10	gain	10
5	gain	chr11-116571608-123522843-gain	0.368852459016393	0.232758620689655	0.511627906976744	NA	NA	NA	NA	NA	NA	chr11	gain	11
6	gain	chr11-66217875-73543621-gain	0.195121951219512	0.076271186440678	0.325581395348837	NA	NA	NA	NA	NA	NA	chr11	gain	11
7	gain	chr12-203339-10647166-gain	0.309012875536481	0.200892857142857	0.409090909090909	NA	NA	NA	NA	NA	NA	chr12	gain	12
8	gain	chr12-124605582-133839356-gain	0.386138613861386	0.264248704663212	0.497925422516319	NA	NA	NA	NA	NA	NA	chr12	gain	12
9	gain	chr13-19691884-24971857-gain	0.552	0.384615384615385	0.699248120300752	NA	NA	NA	NA	NA	NA	chr13	gain	13
10	gain	chr13-28280337-37773504-gain	0.331658291457286	0.205263157894737	0.447115384615385	NA	NA	NA	NA	NA	NA	chr13	gain	13
11	gain	chr13-56600558-66713576-gain	0.321766561514196	0.234527687296417	0.411585365853659	NA	NA	NA	NA	NA	NA	chr13	gain	13
12	gain	chr14-63158671-72488265-gain	0.392670157068063	0.263736263736264	0.522388059701492	NA	NA	NA	NA	NA	NA	chr14	gain	14
13	gain	chr14-77392863-83544004-gain	0.237623762376238	0.138461538461538	0.342857142857143	NA	NA	NA	NA	NA	NA	chr14	gain	14
14	gain	chr15-88272469-102431166-gain	0.479674796747967	0.387640449438202	0.565603939688051	NA	NA	NA	NA	NA	NA	chr15	gain	15
15	gain	chr17-32212160-40215747-gain	0.240875912408759	0.114503816793893	0.356643356643357	NA	NA	NA	NA	NA	NA	chr17	gain	17
16	gain	chr18-1759109-11922498-gain	0.548780487804878	0.434042553191489	0.662790697674419	NA	NA	NA	NA	NA	NA	chr18	gain	18
17	gain	chr18-62939998-69539268-gain	0.353932584269663	0.229411764705882	0.467741935483871	NA	NA	NA	NA	NA	NA	chr18	gain	18
18	gain	chr19-226776-7677440-gain	0.224489795918367	0.106382978723404	0.333333333333333	NA	NA	NA	NA	NA	NA	chr19	gain	19
19	gain	chr19-33376963-39550450-gain	0.656934306569343	0.4921875	0.801369863013699	NA	NA	NA	NA	NA	NA	chr19	gain	19
20	gain	chr19-43960114-51867402-gain	0.333333333333333	0.209302325581395	0.464788732394366	NA	NA	NA	NA	NA	NA	chr19	gain	19
